ID,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3
17263,21330,5671,7560,16843,duly,duly,duly,375,7110,608
17264,2133,918,1050,1088,delay,delay,delay,103,49,21
17265,3555,2253,2318,2425,delay,delay,delay,107,92,100
17266,21330,10355,5159,-312,duly,duly,duly,528,0,0
17267,2133,1666,1708,1901,delay,delay,delay,78,126,111
17268,10665,21,21,39,duly,duly,duly,21,34,58
17269,7110,6766,6310,5617,duly,duly,duly,240,195,184
17270,1422,804,842,921,delay,delay,delay,107,64,0
17271,2133,2343,2296,2232,duly,duly,duly,110,100,80
17272,14220,1743,1916,2181,duly,duly,duly,142,136,320
17273,6399,6323,4885,2913,duly,duly,duly,302,146,71
17274,9243,2819,2380,1967,duly,duly,duly,132,142,124
17275,1422,1361,755,569,duly,duly,duly,102,148,36
17276,5688,1714,1831,2044,delay,delay,delay,165,146,37
17277,19908,241,184,255,duly,duly,duly,228,199,256
17278,21330,18925,21235,15452,duly,duly,duly,4977,679,431
17279,9954,3668,3867,3822,duly,delay,delay,339,68,162
17280,2133,2153,1935,1778,delay,duly,duly,70,48,36
17281,7110,2874,3106,3576,delay,duly,delay,193,332,304
17282,1422,1407,1298,2350,duly,duly,duly,103,97,97
17283,3555,3611,2724,1843,duly,delay,duly,150,92,142
17284,7110,5258,6954,3475,duly,duly,duly,1884,284,0
17285,14220,13620,161,6161,duly,duly,duly,250,95,6364
17286,14931,844,844,1096,duly,duly,duly,844,1096,600
17287,7110,3463,3818,4144,duly,duly,duly,213,213,178
17288,7821,3304,1718,3480,duly,duly,duly,142,71,142
17289,5688,6065,3807,2480,duly,duly,duly,859,409,91
17290,5688,5413,4893,4134,duly,duly,duly,255,164,160
17291,14220,571,582,521,duly,duly,duly,511,367,391
17292,3555,2090,2363,2703,delay,duly,delay,142,249,391
17293,18486,0,0,41,,,duly,0,0,41
17294,1422,117,117,117,delay,delay,delay,0,0,0
17295,9954,4205,4498,4926,duly,delay,delay,320,213,178
17296,34839,32715,34366,30688,duly,duly,duly,1283,1244,1102
17297,4977,1671,1188,988,duly,duly,duly,104,61,36
17298,4266,4114,3545,2807,duly,duly,duly,242,185,110
17299,3555,3585,3532,1391,duly,duly,duly,140,249,62
17300,3555,3558,3518,1335,duly,duly,duly,213,285,124
17301,14220,900,1063,1258,duly,duly,duly,1212,851,1176
17302,16353,37,164,53,duly,delay,duly,113,0,21
17303,2133,151,2117,2077,duly,duly,duly,1202,88,82
17304,3555,79,450,358,duly,duly,duly,234,306,124
17305,4266,4140,2724,2693,duly,duly,duly,167,95,105
17306,15642,107,134,123,delay,duly,duly,201,40,158
17307,5688,83,164,1130,duly,duly,duly,72,53,980
17308,15642,2812,1372,0,duly,duly,duly,142,0,0
17309,14931,9589,5726,5660,duly,duly,duly,320,356,356
17310,12798,18924,18620,4312,duly,duly,duly,1102,6079,3591
17311,1422,710,1047,1393,delay,delay,duly,36,356,50
17312,30573,160,35,0,,,duly,109,35,37
17313,3555,501,349,186,delay,delay,duly,0,45,5
17314,4977,828,536,505,duly,duly,duly,144,142,86
17315,4977,5038,6941,3312,duly,duly,duly,218,195,2561
17316,29862,1029,1147,221,delay,duly,duly,781,604,0
17317,3555,1490,1219,760,duly,duly,duly,125,178,39
17318,1422,111,80,76,delay,duly,duly,105,28,63
17319,7110,6631,6823,73,delay,delay,duly,313,73,0
17320,21330,224,103,167,,,duly,233,183,667
17321,12798,166,59,38,duly,duly,duly,91,59,41
17322,20619,5,880,1807,,,duly,5,912,66
17323,30573,565,4396,3866,,duly,duly,2092,1607,622
17324,22041,17,18,52,duly,,duly,0,44,28
17325,8532,7090,7447,5453,duly,duly,duly,377,310,222
17326,4977,4759,4432,3292,duly,duly,duly,284,213,498
17327,4977,4229,4452,4619,delay,delay,delay,209,199,146
17328,2133,912,28,64,delay,delay,delay,0,64,438
17329,13509,13562,13319,13389,duly,duly,duly,555,501,508
17330,25596,16994,366,340,duly,duly,duly,1635,561,0
17331,5688,28,33,38,duly,duly,duly,28,38,33
17332,4977,1695,1784,1830,duly,duly,duly,100,64,65
17333,19908,180,325,505,delay,duly,duly,355,154,2104
17334,12087,3030,3222,3624,duly,duly,delay,142,320,71
17335,14220,7385,7000,4180,duly,duly,duly,316,251,160
17336,9243,9238,8754,9004,duly,duly,duly,341,316,395
17337,5688,35,23,23,delay,duly,duly,12,23,23
17338,19908,917,723,728,duly,duly,duly,85,78,23
17339,5688,408,97,743,duly,duly,duly,274,425,9
17340,25596,19415,12904,5991,duly,duly,duly,551,213,181
17341,711,590,662,662,duly,delay,delay,107,36,18
17342,18486,0,528,485,delay,,duly,0,535,0
17343,1422,1320,1203,370,duly,duly,duly,98,43,0
17344,27018,155,138,58,duly,duly,duly,138,41,18
17345,9243,312,513,776,duly,duly,duly,71,178,71
17346,35550,0,0,0,,,duly,0,0,0
17347,12798,7828,6856,5526,delay,delay,duly,356,462,320
17348,25596,113,59,35,duly,,duly,0,59,63
17349,3555,1251,1484,1213,duly,duly,duly,160,199,31
17350,25596,122,0,578,duly,,duly,42,283,120
17351,13509,408,344,363,duly,duly,duly,399,265,107
17352,12798,574,284,284,duly,,duly,294,284,284
17353,14220,407,87,34,duly,duly,duly,442,34,46
17354,2133,2072,2124,1973,delay,duly,delay,71,78,78
17355,14931,68,0,0,duly,,delay,0,0,0
17356,17775,2217,2384,2660,delay,delay,delay,178,196,89
17357,9243,9406,0,0,duly,,duly,249,0,0
17358,7110,203,575,145,duly,duly,duly,751,94,93
17359,10665,9902,8756,5753,duly,duly,duly,434,239,263
17360,7110,7054,1205,1388,duly,duly,duly,249,142,142
17361,9243,3469,5684,2080,duly,duly,duly,3913,533,480
17362,12798,1480,910,1300,duly,duly,duly,249,0,1355
17363,25596,42,-1,83,,,duly,0,0,111
17364,11376,85,-14,279,duly,,duly,0,356,515
17365,27729,96,154,162,duly,duly,duly,122,122,196
17366,5688,4799,5160,5269,delay,delay,delay,284,142,203
17367,2133,1171,1339,1352,duly,delay,duly,181,24,55
17368,9954,9949,9250,9691,duly,duly,duly,416,384,359
17369,50481,2144,2511,2509,duly,duly,duly,258,165,250
17370,5688,5015,5230,5454,duly,duly,duly,188,196,256
17371,15642,7,14,1935,,delay,delay,7,403,1684
17372,9954,9553,9968,9773,duly,duly,duly,498,377,551
17373,7821,3301,2569,2558,duly,duly,duly,249,142,692
17374,11376,28,204,241,,,duly,204,28,241
17375,711,653,690,622,duly,duly,duly,79,14,0
17376,3555,285,396,106,delay,duly,duly,143,89,1
17377,3555,1344,718,156,duly,duly,duly,84,139,15
17378,18486,9363,9525,8724,duly,duly,duly,292,288,235
17379,1422,1268,1352,675,delay,delay,duly,106,72,36
17380,17064,42,34,21,duly,delay,duly,21,14,19
17381,4977,4499,3672,3306,duly,duly,duly,158,117,120
17382,14220,9233,9271,9759,delay,delay,duly,377,171,505
17383,7821,3265,3444,3671,duly,delay,delay,249,178,178
17384,17064,16463,16561,2437,duly,duly,duly,635,212,19
17385,19908,2820,4001,3990,duly,duly,duly,675,214,357
17386,19908,840,952,1474,duly,duly,duly,712,463,1671
17387,35550,9212,9996,10439,duly,delay,duly,587,498,747
17388,3555,3454,1644,563,delay,duly,duly,73,36,28
17389,2844,2779,2856,1421,duly,duly,duly,167,0,0
17390,17775,-9,-23,-31,delay,,duly,7,0,10
17391,14220,714,1957,481,duly,duly,duly,951,1689,325
17392,3555,3662,3666,3507,duly,duly,delay,167,142,142
17393,13509,10488,11239,11646,delay,delay,delay,533,466,480
17394,9243,76,0,0,duly,,duly,0,0,0
17395,26307,14578,12197,10629,duly,duly,duly,605,427,356
17396,3555,3380,2367,1410,duly,duly,duly,128,164,87
17397,14931,7,28,23,duly,duly,duly,28,0,23
17398,15642,11180,10750,10122,duly,duly,duly,498,430,391
17399,20619,15192,8029,9090,duly,duly,duly,555,1067,711
17400,7110,226,0,0,,,duly,0,0,0
17401,9954,9101,8345,6559,duly,delay,delay,437,292,356
17402,2844,2707,2779,2704,duly,duly,delay,137,147,71
17403,4266,79,10,48,delay,delay,delay,0,0,43
17404,711,397,546,547,duly,duly,duly,437,610,19
17405,10665,261,39,69,delay,duly,duly,282,39,0
17406,27018,25905,26580,25622,duly,duly,duly,1102,998,960
17407,7110,6851,6946,6934,duly,duly,duly,323,299,273
17408,1422,1291,2101,1405,duly,duly,duly,114,237,53
17409,27729,14483,0,0,duly,,duly,356,0,0
17410,10665,145,0,53,duly,,duly,8,0,110
17411,25596,5118,4899,3523,duly,duly,duly,2922,1067,3513
17412,22041,0,326,6069,delay,duly,duly,160,2853,213
17413,1422,1241,1345,833,duly,duly,duly,107,71,71
17414,35550,6317,1432,2626,duly,duly,duly,544,469,356
17415,711,641,705,703,delay,duly,duly,96,43,7
17416,18486,17553,18097,10854,duly,duly,duly,711,356,292
17417,3555,3745,3154,2991,duly,duly,duly,178,122,142
17418,3555,3221,695,1360,duly,duly,duly,96,735,48
17419,28440,0,0,0,delay,,duly,0,0,0
17420,13509,7432,7967,8054,duly,duly,delay,387,348,462
17421,22041,480,231,0,duly,duly,duly,233,0,0
17422,10665,9476,10553,10303,duly,delay,delay,811,367,188
17423,17064,11363,11571,11860,duly,duly,duly,548,1312,361
17424,2133,1299,777,486,duly,duly,duly,98,4,279
17425,2133,205,129,253,duly,duly,duly,185,193,187
17426,3555,249,1050,1074,duly,duly,duly,689,124,107
17427,9954,7614,8063,8255,delay,delay,delay,390,304,365
17428,3555,982,1804,2404,duly,delay,delay,533,356,356
17429,2133,1103,1248,1274,delay,delay,delay,112,51,56
17430,8532,8023,8157,8677,duly,duly,delay,295,501,162
17431,2133,2403,1986,711,delay,delay,delay,71,107,107
17432,5688,3866,4392,3207,duly,duly,duly,481,366,267
17433,2133,105,28,14,duly,duly,duly,14,28,28
17434,8532,1445,1651,1661,duly,delay,duly,179,35,66
17435,22752,6859,7168,7337,duly,duly,duly,317,307,265
17436,16353,239,222,36,,,delay,79,0,0
17437,12798,4819,5287,5236,duly,duly,duly,356,284,356
17438,3555,1482,59,147,duly,duly,duly,228,59,170
17439,25596,313,108,92,,duly,duly,125,159,34
17440,20619,17376,17386,17235,duly,duly,duly,711,676,641
17441,6399,3090,0,0,duly,,duly,142,0,3022
17442,3555,3476,2393,1703,delay,duly,duly,71,144,107
17443,3555,3095,2452,2028,duly,duly,duly,213,178,249
17444,9243,6422,6842,7498,duly,duly,duly,356,356,533
17445,35550,4659,3463,3346,duly,duly,duly,5241,1765,2285
17446,14220,276,485,310,duly,duly,duly,456,309,536
17447,25596,7775,6469,5375,duly,duly,duly,349,208,199
17448,12798,163,0,0,duly,,duly,46,0,58
17449,15642,14262,4239,587,duly,duly,duly,889,286,2915
17450,4266,4262,4358,4354,delay,delay,delay,160,85,78
17451,5688,3846,3325,2807,duly,duly,duly,144,143,178
17452,18486,11968,11111,8645,duly,duly,duly,640,356,533
17453,8532,0,0,0,delay,,duly,0,0,0
17454,22752,1595,1816,1977,duly,duly,duly,213,124,178
17455,17775,19007,12768,9975,duly,duly,duly,547,526,303
17456,9243,1855,28,28,duly,duly,duly,28,28,28
17457,3555,1570,1507,1395,duly,duly,duly,119,55,71
17458,22041,22414,21462,9136,duly,duly,duly,858,657,305
17459,4266,931,1181,1220,duly,duly,delay,142,71,83
17460,4266,-15,-15,880,delay,,duly,0,491,54
17461,3555,3407,3489,1360,duly,delay,duly,178,164,57
17462,1422,1497,0,0,delay,delay,delay,0,0,0
17463,3555,3040,3237,3293,delay,delay,delay,142,57,121
17464,15642,11452,11988,12676,duly,duly,duly,481,444,480
17465,12798,47,47,47,duly,duly,duly,47,47,47
17466,22041,368,0,0,delay,,duly,0,0,0
17467,5688,5243,5527,5565,duly,duly,duly,498,213,196
17468,9954,2024,2132,2153,duly,delay,delay,135,72,130
17469,14220,55,127,665,,delay,duly,55,733,85
17470,4977,4997,4394,2271,delay,delay,duly,107,318,435
17471,5688,28,52,33,duly,duly,delay,28,38,28
17472,10665,153,182,212,duly,duly,duly,249,135,239
17473,19197,10,39,11,delay,duly,duly,31,29,6
17474,24885,25507,19174,18388,duly,duly,duly,821,647,640
17475,9954,8343,6519,7933,duly,duly,duly,248,3690,294
17476,8532,2635,2690,2804,duly,duly,duly,114,118,117
17477,16353,-7,177,2429,,duly,duly,11,1520,284
17478,18486,7151,6254,5572,duly,duly,duly,388,693,604
17479,34128,1521,1452,1785,duly,duly,duly,356,206,533
17480,10665,446,486,88,duly,duly,duly,322,68,184
17481,25596,0,0,0,delay,,duly,0,0,0
17482,16353,320,346,274,duly,duly,duly,241,491,259
17483,16353,2237,602,882,duly,duly,duly,356,992,546
17484,2133,2007,2125,1084,delay,delay,delay,117,89,0
17485,2133,274,301,135,duly,delay,duly,141,185,36
17486,4266,1482,1707,2133,duly,duly,delay,142,284,284
17487,21330,397,0,237,delay,,duly,397,118,237
17488,12087,3442,3795,4042,duly,duly,delay,142,345,107
17489,3555,427,568,498,delay,delay,duly,149,18,36
17490,12087,2831,4913,8502,duly,duly,duly,279,4593,356
17491,9243,9741,8730,7637,duly,duly,duly,356,292,289
17492,7110,94,35,29,delay,delay,duly,0,23,29
17493,2133,1773,1994,2103,delay,duly,delay,71,149,78
17494,8532,620,293,10,,,duly,804,24,0
17495,14220,11788,9549,6483,duly,duly,duly,707,256,327
17496,8532,0,0,0,delay,,duly,0,0,0
17497,21330,287,175,58,duly,duly,duly,80,97,0
17498,3555,3236,2317,1298,duly,duly,duly,126,47,46
17499,28440,1300,0,833,duly,,duly,0,62,1072
17500,5688,5143,3935,3536,duly,duly,duly,264,965,162
17501,4266,312,67,196,delay,delay,delay,0,67,126
17502,17064,185,178,89,duly,delay,delay,89,0,0
17503,9954,4908,5170,5425,duly,duly,duly,213,213,284
17504,15642,0,4545,221,delay,duly,duly,7829,260,104
17505,14220,11,0,0,delay,,duly,11,0,19
17506,5688,5697,0,0,delay,,duly,116,0,0
17507,3555,3597,1932,1849,duly,duly,duly,116,1868,480
17508,11376,162,125,93,duly,duly,duly,137,69,40
17509,3555,201,187,111,duly,duly,duly,194,104,107
17510,6399,107,71,2499,,,duly,36,73,2633
17511,10665,4228,4261,4362,duly,duly,duly,156,160,162
17512,12798,700,930,532,duly,duly,duly,1001,651,441
17513,1422,1133,1271,582,duly,duly,duly,96,147,0
17514,7110,0,0,169,delay,,duly,0,0,211
17515,12087,12282,10400,8525,duly,duly,duly,458,263,283
17516,25596,3842,2907,1913,duly,duly,duly,3032,2296,2148
17517,9954,9257,2858,2841,duly,duly,duly,260,125,128
17518,5688,4283,1655,2100,duly,duly,duly,285,818,63
17519,14220,14523,12077,10247,delay,duly,duly,623,362,552
17520,5688,5612,5543,5433,duly,duly,duly,284,213,213
17521,5688,399,967,731,duly,duly,duly,487,1114,600
17522,19908,1066,1091,630,duly,duly,duly,1135,898,1058
17523,1422,962,1306,1331,delay,delay,duly,224,23,53
17524,3555,3454,3352,1366,duly,duly,duly,138,94,48
17525,3555,865,939,990,duly,duly,duly,108,89,71
17526,35550,541,626,1176,duly,duly,duly,235,797,643
17527,19197,14111,14301,11477,duly,duly,duly,658,576,380
17528,7821,7548,5482,3321,duly,duly,duly,349,142,142
17529,33417,5666,5974,6343,duly,duly,duly,231,284,292
17530,29862,81,97,0,duly,duly,duly,139,0,0
17531,13509,3156,438,142,duly,duly,duly,747,403,412
17532,5688,1134,605,1391,duly,duly,duly,85,43,1344
17533,3555,1975,1490,1214,duly,duly,duly,108,308,146
17534,6399,-17,-17,-17,,,duly,0,0,0
17535,3555,3449,2882,550,duly,duly,duly,137,42,8
17536,12798,10791,11044,8855,duly,duly,duly,450,546,356
17537,19197,-2,933,564,,,duly,877,721,209
17538,19197,538,131,56,duly,delay,duly,215,32,250
17539,25596,14533,10384,10545,duly,duly,delay,356,306,356
17540,3555,804,908,1005,duly,duly,duly,107,75,160
17541,5688,5530,5622,5507,duly,delay,duly,356,99,219
17542,3555,1133,928,664,duly,delay,duly,100,31,22
17543,3555,3397,3323,0,duly,duly,duly,293,69,0
17544,30573,0,0,77,,,duly,0,0,153
17545,6399,6474,4595,2986,delay,delay,duly,324,219,818
17546,1422,1090,1210,1260,delay,duly,duly,90,44,46
17547,14931,4384,4460,3918,delay,duly,duly,188,142,160
17548,3555,3454,2749,1393,duly,duly,duly,149,65,57
17549,8532,8507,7367,6371,duly,duly,duly,356,285,285
17550,3555,3110,2307,1335,duly,duly,duly,249,71,107
17551,7110,2205,2350,2112,duly,duly,duly,110,107,1021
17552,12798,8693,0,0,delay,,duly,123,0,0
17553,14220,14161,12321,10523,duly,duly,duly,675,427,427
17554,17064,15454,14344,15220,duly,duly,duly,631,561,883
17555,3555,4136,4063,1396,delay,duly,duly,196,216,65
17556,4266,3474,3593,3731,delay,delay,delay,107,252,164
17557,3555,28,28,0,duly,duly,duly,14,28,0
17558,711,388,532,586,duly,duly,duly,79,51,46
17559,3555,212,25,0,duly,,duly,0,25,0
17560,5688,0,0,0,delay,,duly,0,0,0
17561,9954,7697,766,38,duly,duly,duly,391,38,0
17562,14220,659,71,121,,,duly,627,119,173
17563,4977,3064,3384,3435,duly,delay,delay,277,64,206
17564,14931,61,-4,-4,duly,,delay,0,0,0
17565,10665,9743,10164,10627,duly,duly,duly,284,338,124
17566,2133,2020,1984,2026,delay,delay,duly,36,39,92
17567,3555,1382,2184,1487,duly,duly,duly,1380,427,830
17568,2133,1835,1979,2111,delay,duly,delay,117,125,64
17569,16353,16270,16350,16009,duly,duly,duly,729,675,611
17570,14220,662,732,738,duly,duly,duly,728,733,1183
17571,1422,199,825,56,duly,duly,duly,607,363,18
17572,22041,233,393,101,duly,duly,delay,355,251,113
17573,3555,3489,2699,680,duly,duly,duly,157,71,59
17574,24885,12781,12906,14143,duly,duly,delay,1067,5690,178
17575,19908,3477,6947,5275,delay,duly,duly,3697,322,139
17576,27729,315,665,676,duly,duly,duly,81,700,177
17577,25596,0,0,0,delay,,duly,0,0,0
17578,4977,2753,4152,3509,duly,duly,duly,2499,142,119
17579,35550,340,1234,1706,delay,duly,duly,649,0,1432
17580,5688,5324,5214,5392,delay,duly,duly,159,231,187
17581,12798,5641,4854,4926,duly,duly,duly,203,196,284
17582,7821,6062,6559,6507,delay,delay,delay,505,0,373
17583,24174,5691,10687,9169,duly,duly,duly,4444,391,711
17584,24885,68,58,0,,,duly,58,0,0
17585,19197,11046,11578,11783,delay,delay,duly,494,205,478
17586,11376,27,7,0,delay,delay,duly,28,0,0
17587,12087,202,88,411,duly,duly,duly,86,107,510
17588,1422,1257,1432,1399,delay,delay,duly,132,36,96
17589,7821,7447,7427,7575,duly,duly,duly,331,292,277
17590,8532,2766,1493,335,duly,duly,duly,124,71,2165
17591,1422,171,171,171,delay,delay,delay,0,0,0
17592,5688,141,0,0,,,duly,0,0,0
17593,11376,5931,6041,6171,duly,delay,duly,284,142,284
17594,3555,2149,1538,1130,duly,duly,duly,100,88,76
17595,6399,6420,2013,2063,delay,duly,duly,142,90,108
17596,35550,1701,457,73,duly,duly,duly,255,41,7191
17597,35550,1182,8463,8492,delay,delay,delay,3875,285,378
17598,1422,685,798,885,delay,delay,duly,132,53,71
17599,4266,2923,2987,3182,delay,delay,delay,71,183,64
17600,1422,1152,1134,1245,delay,duly,duly,111,110,128
17601,15642,211,241,54,,,duly,266,97,68
17602,25596,0,0,0,,,duly,0,0,0
17603,3555,1174,1359,1430,duly,delay,duly,188,71,71
17604,9954,1254,1661,2314,duly,duly,duly,213,284,498
17605,4977,1053,1083,1177,delay,delay,delay,60,96,50
17606,17064,16240,16683,15432,duly,duly,duly,747,640,572
17607,8532,3527,1270,1607,duly,duly,duly,140,455,165
17608,9243,5969,6176,6348,duly,duly,duly,218,264,232
17609,3555,1296,1387,1409,duly,delay,duly,128,64,107
17610,3555,3521,2742,2057,duly,duly,duly,128,73,74
17611,35550,399,5848,2769,duly,duly,duly,1494,3556,101
17612,16353,0,0,0,,,delay,0,0,0
17613,4977,4324,2266,2014,duly,delay,delay,231,43,85
17614,7110,9227,2626,2834,duly,duly,duly,242,154,61
17615,14220,10984,11384,11883,duly,duly,duly,391,356,530
17616,3555,3530,2501,1418,duly,duly,duly,149,71,61
17617,21330,295,512,288,delay,duly,duly,224,192,350
17618,4977,745,274,508,duly,duly,duly,700,258,617
17619,13509,7784,9000,10129,duly,duly,delay,826,7013,725
17620,711,532,669,353,duly,duly,duly,96,43,0
17621,4266,4364,3095,1667,delay,duly,duly,53,107,178
17622,31995,20,0,0,duly,,duly,0,0,81
17623,2844,1476,1444,0,delay,duly,delay,104,39,0
17624,1422,1118,1263,1344,duly,duly,duly,113,75,63
17625,5688,5577,5760,5598,duly,duly,duly,249,267,249
17626,19908,0,720,252,delay,duly,duly,423,9,389
17627,14220,6623,6907,7142,duly,duly,duly,313,296,260
17628,3555,3280,3537,2061,duly,delay,duly,335,41,113
17629,3555,3453,3476,2113,duly,delay,duly,178,130,78
17630,7110,7171,7070,5649,duly,duly,duly,292,230,211
17631,3555,1526,1262,1151,delay,duly,duly,101,46,43
17632,5688,3981,2211,160,duly,duly,duly,160,196,0
17633,9243,7707,0,0,delay,delay,duly,0,0,0
17634,28440,723,68,136,duly,delay,duly,155,117,65
17635,2133,141,28,28,delay,duly,duly,14,28,42
17636,18486,364,941,473,duly,duly,duly,628,178,218
17637,2844,769,914,959,delay,delay,delay,107,36,71
17638,25596,2159,635,262,duly,duly,duly,181,10,27
17639,4266,3257,2748,2727,delay,duly,duly,60,132,110
17640,1422,728,818,69,duly,delay,duly,164,0,33
17641,7110,117,0,0,duly,,duly,75,0,154
17642,32706,1347,1137,664,duly,duly,duly,251,694,0
17643,18486,15087,15160,15295,duly,duly,duly,559,536,590
17644,2133,406,286,149,,,duly,302,360,0
17645,19908,535,156,203,duly,delay,duly,313,11,228
17646,4266,4111,3718,1964,duly,duly,duly,168,931,73
17647,7110,7135,7168,7053,delay,duly,duly,356,423,1219
17648,10665,161,77,283,duly,duly,duly,108,181,103
17649,10665,4946,15,5863,duly,duly,duly,31,2924,218
17650,17064,150,0,0,duly,,delay,0,0,0
17651,3555,696,855,1169,duly,delay,duly,124,107,142
17652,2133,1493,1431,294,duly,duly,duly,143,36,142
17653,36972,1074,509,208,duly,duly,duly,86,36,7694
17654,3555,3597,3798,3767,duly,duly,duly,192,124,127
17655,27018,84,26,31,,,duly,50,26,31
17656,17775,38,-23,204,,,duly,49,71,251
17657,5688,5653,5632,3250,duly,delay,duly,345,81,128
17658,10665,10132,10599,6837,duly,duly,duly,427,362,271
17659,6399,688,1418,1235,duly,duly,duly,712,1173,1351
17660,24885,401,1619,646,,,duly,1573,789,851
17661,24174,5792,6005,6253,duly,duly,duly,249,218,285
17662,5688,5286,4285,3397,duly,duly,duly,213,142,142
17663,2844,2560,2685,2701,,,duly,128,107,126
17664,6399,24,48,84,duly,duly,duly,17,66,48
17665,4977,1767,1978,2070,duly,duly,delay,113,107,89
17666,14220,110,468,1288,duly,duly,duly,66,723,338
17667,7110,18,0,0,,,duly,0,0,0
17668,19908,13860,15305,8639,,duly,duly,4387,258,394
17669,18486,182,200,178,,,duly,226,140,203
17670,14220,14416,14220,13358,duly,duly,duly,610,447,327
17671,6399,356,429,447,duly,duly,duly,280,191,256
17672,7110,274,143,174,duly,duly,duly,298,119,242
17673,9954,9754,9012,8619,duly,duly,duly,437,381,309
17674,3555,2835,2927,3099,delay,delay,delay,110,114,128
17675,1422,1021,1006,693,duly,delay,duly,107,235,0
17676,14220,647,705,734,duly,duly,duly,82,59,71
17677,4977,2062,4163,4221,duly,delay,duly,2161,80,160
17678,11376,1549,1232,329,duly,delay,duly,356,763,89
17679,1422,1008,1120,0,duly,delay,delay,135,0,0
17680,4977,22,238,120,delay,delay,delay,132,0,142
17681,16353,2755,2871,2731,duly,duly,duly,129,105,121
17682,1422,1086,1335,1421,delay,delay,delay,165,97,71
17683,5688,1234,886,576,duly,duly,delay,110,43,18
17684,35550,2243,4871,7795,duly,duly,duly,1600,2844,356
17685,5688,5722,5697,5752,duly,duly,duly,222,213,216
17686,17064,3637,2338,2627,duly,duly,duly,107,220,1351
17687,7110,367,268,28,duly,duly,duly,75,13,31
17688,3555,819,927,948,delay,delay,delay,78,39,43
17689,3555,3574,1595,170,duly,duly,duly,163,36,262
17690,5688,5460,4825,4277,duly,duly,duly,326,249,183
17691,7110,123,36,0,delay,duly,duly,123,36,0
17692,14220,18,0,0,,,duly,0,0,0
17693,3555,698,838,294,duly,duly,duly,534,569,107
17694,11376,48,48,77,duly,duly,duly,48,48,53
17695,6399,1918,4503,3272,duly,delay,duly,2055,67,256
17696,10665,245,127,28,duly,duly,duly,217,28,27
17697,12798,319,501,454,duly,duly,duly,220,71,107
17698,5688,214,42,28,duly,delay,duly,187,28,28
17699,25596,309,28,28,duly,duly,duly,28,28,27
17700,22752,81,71,52,,,duly,55,96,56
17701,10665,1567,2015,887,,,duly,2054,1617,926
17702,3555,1863,2041,2063,duly,duly,duly,142,89,96
17703,15642,9922,10867,12560,duly,duly,delay,711,1244,711
17704,1422,1005,1328,1447,duly,delay,delay,178,169,21
17705,2133,0,0,0,,,duly,0,0,0
17706,19197,3291,2750,3165,duly,duly,duly,225,340,131
17707,4266,4333,3791,2907,delay,delay,delay,199,114,58
17708,21330,141,0,282,,,duly,70,232,1827
17709,5688,2676,2920,3017,delay,delay,delay,178,107,124
17710,2133,1013,845,909,duly,duly,duly,213,320,356
17711,24885,2633,3167,3987,duly,duly,duly,320,427,640
17712,10665,72,311,0,,,duly,304,43,24
17713,5688,0,0,0,delay,,duly,0,0,0
17714,1422,1087,1059,900,duly,duly,duly,275,71,59
17715,10665,2649,2872,2954,duly,delay,duly,213,71,142
17716,25596,22274,18001,18104,duly,duly,duly,712,634,641
17717,3555,3309,3375,3580,duly,delay,delay,137,192,139
17718,12087,0,36,0,,,duly,0,36,17
17719,14220,533,387,662,duly,duly,duly,280,530,415
17720,28440,2198,1120,697,duly,duly,duly,253,250,80
17721,28440,76,780,872,duly,duly,duly,67,940,196
17722,3555,3821,2992,2264,duly,delay,duly,190,110,129
17723,6399,3992,4593,4725,delay,delay,delay,356,142,213
17724,25596,3147,4388,5024,duly,duly,duly,1424,1780,3233
17725,19197,376,120,78,duly,duly,duly,318,78,647
17726,25596,0,0,5,delay,,duly,0,0,7
17727,1422,1113,783,811,duly,duly,duly,213,373,604
17728,16353,0,0,57,delay,,duly,0,28,0
17729,3555,3479,3375,3355,duly,duly,duly,147,121,152
17730,7110,6423,5830,6340,delay,duly,delay,205,341,155
17731,3555,3570,1642,1405,delay,duly,duly,111,61,53
17732,7821,3014,3114,3002,delay,duly,duly,107,142,199
17733,17064,1200,349,226,duly,duly,duly,285,36,267
17734,5688,1351,1600,1004,delay,delay,duly,346,0,229
17735,25596,26021,25952,23702,duly,duly,duly,1078,912,670
17736,20619,1455,1637,1241,duly,duly,duly,289,371,590
17737,1422,1329,1308,1340,duly,duly,duly,116,100,142
17738,4266,4233,2846,1128,delay,delay,duly,171,108,1046
17739,16353,617,491,571,duly,duly,duly,625,566,334
17740,7821,5526,5585,5661,duly,duly,duly,197,202,198
17741,10665,442,0,0,duly,,duly,0,0,0
17742,3555,3261,3452,3451,delay,delay,duly,160,62,167
17743,3555,0,0,0,delay,,duly,0,0,0
17744,4977,4008,4000,4239,duly,duly,delay,185,236,83
17745,11376,10218,10709,11134,duly,duly,duly,437,402,455
17746,3555,68,30,220,delay,duly,duly,97,59,266
17747,21330,89,0,0,,,duly,57,0,0
17748,12798,0,0,76,,,duly,0,0,76
17749,9243,692,410,2390,duly,duly,duly,310,1840,212
17750,1422,336,28,0,duly,duly,duly,63,0,0
17751,18486,1344,1499,1411,duly,delay,delay,104,284,356
